答题序号,来源,Q1,Q2,Q3|5|open,Q3|6|open,Q3|7|open,Q4,Q5,Q6|1,Q7|1,Q7|2,Q7|3,Q7|4,Q7|6,Q7|6|open,Q8|1,Q8|2,Q8|3,Q8|5,Q8|5|open,Q9|1,Q9|2,Q9|3,Q9|5,Q9|5|open,Q10,Q11|1,Q12|1,Q13|1,Q14|1,Q14|2,Q14|3,Q14|4,Q14|5,Q14|6,Q14|6|open,Q15|1,Q15|2,Q15|3,Q15|4,Q15|5,Q15|6,Q15|9,Q15|9|open,Q16|1,Q16|2,Q16|3,Q16|4,Q16|5,Q16|6,Q16|8,Q16|8|open,Q17|1,Q18|1,Q18|2,Q18|3,Q18|4,Q18|5,Q18|6,Q18|8,Q18|8|open,Q19|1,Q20|1,Q21,Q21|open,Q22|1,Q22|2,Q22|3,Q22|4,Q22|5,Q22|6,Q22|8,Q22|8|open,Q23|1,Q23|2,Q23|3,Q23|4,Q23|6,Q23|6|open,Q24|1,Q24|2,Q24|3,Q24|4,Q24|6,Q24|6|open,Q25|1,Q26|1,Q27,Q28,Q28|open,Q29|1,Q30|1,Q31|1,Q31|2,Q31|3,Q31|4,Q31|6,Q31|6|open,Q32|1,Q32|2,Q32|3,Q32|4,Q32|5,Q32|7,Q32|7|open,Q33|1,Q33|2,Q33|3,Q33|4,Q33|5,Q33|5|open,Q34|1,Q34|2,Q34|3,Q34|4,Q34|5,Q34|6,Q34|8,Q34|8|open,Q35|1,Q35|2,Q35|3,Q35|4,Q35|5,Q35|5|open,Q36|1,Q37|1,Q37|2,Q37|3,Q37|4,Q37|5,Q37|6,Q37|8,Q37|8|open,Q38|1,Q38|2,Q38|3,Q38|4,Q38|5,Q39,Q39|open,Q40|1,Q41|1,Q42,Q43|1,Q43|2,Q43|3,Q44|1,Q44|2,Q44|3,Q44|4,Q44|6,Q44|6|open,Q45,Q46|1,Q47|1,Q47|2,Q47|3,Q47|4,Q47|5,Q47|5|open,Q48|1,Q48|2,Q48|3,Q48|4,Q48|5,Q48|7,Q48|7|open,Q49,Q50|1,Q50|2,Q50|3,Q50|4,Q50|5,Q50|5|open,Q51|1,Q52|1,Q52|2,Q52|3,Q52|4,Q52|5,Q52|6,Q52|8,Q52|8|open,Q53|1,Q53|2,Q53|3,Q53|4,Q53|5,Q54|1,Q54|2,Q54|3,Q54|4,Q54|5,Q55|1,Q56|1,Q57|1,Q57|2,Q57|3,Q57|4,Q57|6,Q57|6|open,Q58|1,Q59|1,Q60,Q60|open,Q61|1,Q62|1,Q63|1,Q64,Q65|1,Q65|2,Q65|3,Q66|1,Q66|2,Q66|3,Q66|4,Q66|6,Q66|6|open,Q67,Q68|1,Q69|1,Q69|2,Q69|3,Q69|4,Q69|5,Q69|5|open,Q70|1,Q71|1,Q72,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
185,,1,2,江西省,赣州市,安远县,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,2.0,1.0,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 22:17:59,2023-06-04 23:43:36,85分37秒,江西省,南昌市,118.212.216.79,Chrome 107.0.5304.141,Android Linux 13
186,,1,2,广西壮族自治区,玉林市,兴业县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,4.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,4.0,4.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,4.0,4.0,3.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 23:44:44,2023-06-04 23:46:49,2分5秒,福建省,,223.104.51.40,Chrome 98.0.4758.102,Android Linux 13
187,,2,2,福建省,福州市,台江区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,1.0,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-05 00:18:37,2023-06-05 00:19:50,1分13秒,福建省,福州市,59.61.127.76,Chrome 86.0.4240.99,Android Linux 9
188,,2,2,天津市,天津城区,河东区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,3.0,1.0,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 00:16:43,2023-06-05 00:20:42,3分59秒,福建省,福州市,220.200.33.108,Unknown Browser,iPhone iOS 16.3
189,,1,2,福建省,泉州市,晋江市,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 00:26:55,2023-06-05 00:30:02,3分7秒,福建省,福州市,27.148.100.66,Chrome 98.0.4758.102,Android Linux 12
190,,2,2,福建省,福州市,闽侯县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,,3.0,4.0,1.0,,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 00:28:42,2023-06-05 00:31:38,2分56秒,福建省,福州市,112.111.12.24,Chrome 98.0.4758.102,Android Linux 12
191,,1,2,贵州省,遵义市,红花岗区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,2.0,4.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,3.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,4.0,4.0,1.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 00:38:35,2023-06-05 00:40:47,2分12秒,福建省,,223.104.51.36,Chrome 98.0.4758.102,Android Linux 12
192,,2,1,福建省,福州市,仓山区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 00:44:25,2023-06-05 00:46:31,2分6秒,福建省,福州市,27.149.93.104,Chrome 98.0.4758.102,Android Linux 13
193,,2,2,四川省,泸州市,叙永县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,3.0,3.0,2.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 00:49:37,2023-06-05 00:52:48,3分11秒,福建省,福州市,27.149.68.30,Chrome 98.0.4758.102,Android Linux 13
194,,2,2,江西省,赣州市,安远县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,试卷,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,,2.0,5.0,3.0,,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 00:58:27,2023-06-05 01:01:41,3分14秒,湖南省,长沙市,220.202.152.57,Chrome 107.0.5304.141,Android Linux 13
195,,1,2,江苏省,南京市,玄武区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,5.0,4.0,4.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 01:20:51,2023-06-05 01:28:00,7分9秒,江苏省,南京市,58.212.55.104,Chrome 107.0.5304.141,Android Linux 10
196,,1,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-05 01:55:32,2023-06-05 01:56:57,1分25秒,福建省,福州市,27.149.110.29,Chrome 109.0.5414.86,Android Linux 12
198,,2,2,云南省,昆明市,安宁市,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-05 07:30:17,2023-06-05 07:31:50,1分33秒,,,39.144.85.153,Chrome 98.0.4758.102,Android Linux 12
199,,2,2,福建省,福州市,闽侯县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,,4.0,4.0,3.0,,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 08:28:29,2023-06-05 08:33:06,4分37秒,河北省,保定市,223.104.103.71,Chrome 98.0.4758.102,Android Linux 12
200,,2,2,云南省,昆明市,呈贡区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,自己发现,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,,3.0,4.0,3.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 08:36:00,2023-06-05 08:40:56,4分56秒,,,39.144.145.145,Unknown Browser,iPhone iOS 16.4.1
201,,1,2,福建省,福州市,平潭县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,2.0,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-05 08:51:21,2023-06-05 08:52:53,1分32秒,福建省,福州市,27.151.102.7,Unknown Browser,iPhone iOS 16.0
202,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,3.0,2.0,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,,2.0,3.0,1.0,,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 08:50:35,2023-06-05 08:54:04,3分29秒,福建省,福州市,112.49.84.119,Chrome 98.0.4758.102,Android Linux 13
203,,2,2,湖北省,恩施土家族苗族自治州,恩施市,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-05 09:30:38,2023-06-05 09:32:04,1分26秒,湖北省,武汉市,171.82.180.183,Chrome 98.0.4758.102,Android Linux 11
204,,2,2,福建省,福州市,闽侯县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,4.0,4.0,5.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,,3.0,4.0,1.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 10:18:16,2023-06-05 10:21:55,3分39秒,福建省,福州市,58.22.113.165,Chrome 107.0.5304.141,Android Linux 7.1.2
205,,2,2,吉林省,长春市,南关区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-05 10:34:34,2023-06-05 10:36:41,2分7秒,吉林省,长春市,61.138.177.6,Unknown Browser,iPhone iOS 16.3.1
208,,2,2,福建省,福州市,闽侯县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-05 12:38:34,2023-06-05 12:40:22,1分48秒,福建省,,223.104.51.25,Chrome 98.0.4758.102,Android Linux 13
209,,1,2,山东省,菏泽市,单县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-05 13:07:01,2023-06-05 13:09:22,2分21秒,福建省,福州市,220.200.12.64,Chrome 98.0.4758.102,Android Linux 12
210,,1,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-05 15:26:29,2023-06-05 15:27:36,1分7秒,福建省,福州市,112.111.55.177,Chrome 98.0.4758.102,Android Linux 13
211,,2,2,福建省,泉州市,洛江区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-05 17:18:09,2023-06-05 17:19:11,1分2秒,福建省,,223.104.51.17,Chrome 107.0.5304.141,Android Linux 12
212,,1,2,山东省,济南市,章丘区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-05 17:18:11,2023-06-05 17:19:20,1分9秒,山东省,济南市,211.137.206.38,Unknown Browser,iPhone iOS 16.5
213,,1,2,四川省,达州市,达川区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-05 17:24:41,2023-06-05 17:26:08,1分27秒,福建省,福州市,112.111.55.23,Chrome 107.0.5304.141,Android Linux 13
214,,2,2,江西省,赣州市,于都县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,3.0,1.0,1.0,0.0,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,4.0,5.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,,3.0,3.0,2.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 17:25:24,2023-06-05 17:27:23,1分59秒,福建省,,223.104.53.25,Chrome 107.0.5304.141,Android Linux 11
215,,2,2,山东省,青岛市,市南区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,2.0,,,,,,,0.0,0.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-05 17:26:44,2023-06-05 17:27:45,1分1秒,广东省,珠海市,27.42.99.120,Chrome 107.0.5304.141,Android Linux 12
216,,2,2,云南省,临沧市,临翔区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,,4.0,5.0,1.0,,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 17:29:09,2023-06-05 17:32:51,3分42秒,福建省,福州市,61.154.0.183,Chrome 98.0.4758.102,Android Linux 13
